Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Melon
chiselsandbits:block_bit:0, Chiseled Bit - Mycelium
chiselsandbits:block_bit:0, Chiseled Bit - Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - End Stone
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Emerald
chiselsandbits:block_bit:0, Chiseled Bit - Block of Redstone
chiselsandbits:block_bit:0, Chiseled Bit - Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Quartz
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - Pillar Quartz Block
chiselsandbits:block_bit:0, Chiseled Bit - White Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Orange Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Lime Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Pink Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Gray Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Purple Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Blue Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Brown Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Green Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Red Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Black Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Slime Block
chiselsandbits:block_bit:0, Chiseled Bit - Prismarine
chiselsandbits:block_bit:0, Chiseled Bit - Prismarine Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Prismarine
chiselsandbits:block_bit:0, Chiseled Bit - Sea Lantern
chiselsandbits:block_bit:0, Chiseled Bit - Hay Bale Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Terracotta
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coal
chiselsandbits:block_bit:0, Chiseled Bit - Packed Ice
chiselsandbits:block_bit:0, Chiseled Bit - Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Red Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Purpur Block
chiselsandbits:block_bit:0, Chiseled Bit - Purpur Pillar Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - End Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Nether Wart Block
chiselsandbits:block_bit:0, Chiseled Bit - Red Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - Bone Block Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Observer Down
chiselsandbits:block_bit:0, Chiseled Bit - White Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Orange Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Lime Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Pink Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Gray Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Purple Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Blue Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Brown Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Green Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Red Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - Black Glazed Terracotta South
chiselsandbits:block_bit:0, Chiseled Bit - White Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Orange Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Lime Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Pink Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Gray Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Purple Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Blue Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Brown Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Green Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Red Concrete
chiselsandbits:block_bit:0, Chiseled Bit - Black Concrete
chiselsandbits:block_bit:0, Chiseled Bit - White Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Orange Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Lime Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Pink Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Gray Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Purple Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Blue Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Brown Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Green Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Red Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Black Concrete Powder
chiselsandbits:block_bit:0, Chiseled Bit - Block of Chamelium
chiselsandbits:block_bit:0, Chiseled Bit - End Stone
chiselsandbits:block_bit:0, Chiseled Bit - Basalt
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Bronze Block
chiselsandbits:block_bit:0, Chiseled Bit - Copper Block
chiselsandbits:block_bit:0, Chiseled Bit - Lead Block
chiselsandbits:block_bit:0, Chiseled Bit - Steel Block
chiselsandbits:block_bit:0, Chiseled Bit - Tin Block
chiselsandbits:block_bit:0, Chiseled Bit - Uranium Block
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Stone
chiselsandbits:block_bit:0, Chiseled Bit - Basic Machine Casing
chiselsandbits:block_bit:0, Chiseled Bit - Advanced Machine Casing
chiselsandbits:block_bit:0, Chiseled Bit - Reactor Pressure Vessel
chiselsandbits:block_bit:0, Chiseled Bit - Silver Block
chiselsandbits:block_bit:0, Chiseled Bit - Reinforced Glass
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Construction Foam Wall (Black)
chiselsandbits:block_bit:0, Chiseled Bit - Mining Pipe
chiselsandbits:block_bit:0, Chiseled Bit - Apatite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Apatite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Copper
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Bronze
chiselsandbits:block_bit:0, Chiseled Bit - Ash Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Larch Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Teak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Desert Acacia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Chestnut Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Wenge Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Baobab Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sequoia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Kapok Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Balsa Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Walnut Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Greenheart Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mahoe Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Poplar Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Papaya Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Plum Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Maple Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Citrus Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Giant Sequoia Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ipe Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Padauk Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cocobolo Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Zebrawood Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Larch Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Teak Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Desert Acacia Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Chestnut Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Wenge Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Baobab Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Sequoia Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Kapok Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Balsa Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Walnut Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Greenheart Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Mahoe Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Poplar Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Papaya Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Plum Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Maple Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Citrus Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Giant Sequoia Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Ipe Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Padauk Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Cocobolo Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Zebrawood Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood (Fireproof) Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Larch Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Teak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Desert Acacia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Chestnut Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Wenge Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Baobab Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sequoia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Kapok Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Balsa Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Walnut Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Greenheart Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Mahoe Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Poplar Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Papaya Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Plum Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Maple Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Citrus Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Giant Sequoia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Ipe Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Padauk Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Cocobolo Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Zebrawood Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Larch Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Teak Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Desert Acacia Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Chestnut Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Wenge Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Baobab Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Sequoia Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Kapok Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Ebony Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Mahogany Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Balsa Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Willow Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Walnut Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Greenheart Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Cherry Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Mahoe Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Poplar Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Palm Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Papaya Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Pine Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Plum Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Maple Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Citrus Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Giant Sequoia Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Ipe Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Padauk Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Cocobolo Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Zebrawood Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Planks (Fireproof)
chiselsandbits:block_bit:0, Chiseled Bit - Block of Charcoal
chiselsandbits:block_bit:0, Chiseled Bit - Loam
chiselsandbits:block_bit:0, Chiseled Bit - Honey Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Simmering Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Stringy Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Frozen Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Dripping Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Silky Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Parched Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Mellow Comb Block
chiselsandbits:block_bit:0, Chiseled Bit - Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Peridot Ore
